A!NET_NAME!REFDES!PIN_NUMBER!FUNC_LOGICAL_PATH!COMP_DEVICE_TYPE!FUNC_SCH_SIZE!FUNC_HAS_FIXED_SIZE!FUNC_DES!PIN_NET_SHORT!PIN_NO_SWAP_PIN!PIN_NO_PIN_ESCAPE!PIN_CDS_PINID!PIN_XNET_PINS!PIN_PIN_ESCAPE!PIN_PIN_SIGNAL_MODEL!PIN_NO_DRC!PIN_NO_SHAPE_CONNECT!
J!C:/GitHub_Orcad_Projects/Grid-TInv_TIDA-01606/TIDA-01606_PowerCard/Board/solutionstida01606_powercard_rev17.brd!Mon Feb 12 16:30:49 2024!-2454.000!-4774.484!22546.000!20225.516!0.001!mils!TIDA01606_POWERCARD_0!94.400000 mil!4!UP TO DATE!
S!ILA_P!U9!3!@tida01606_powercard_0.schematic1(sch_1):ins14485159@tida01606_powercard_0.\opa4340_8.normal\(chips)!OPA4340_8_SOIC14_OPA4340UA!!!F4!!!!!!!!!!
S!3.3V_U9!U9!4!@tida01606_powercard_0.schematic1(sch_1):ins14485159@tida01606_powercard_0.\opa4340_8.normal\(chips)!OPA4340_8_SOIC14_OPA4340UA!!!F4!!!!!!!!!!
S!3.3V_U9!U9!4!@tida01606_powercard_0.schematic1(sch_1):ins14485201@tida01606_powercard_0.\opa4340_8.normal\(chips)!OPA4340_8_SOIC14_OPA4340UA!!!F3!!!!!!!!!!
S!3.3V_U9!U9!4!@tida01606_powercard_0.schematic1(sch_1):ins14485243@tida01606_powercard_0.\opa4340_8.normal\(chips)!OPA4340_8_SOIC14_OPA4340UA!!!F2!!!!!!!!!!
S!3.3V_U9!U9!4!@tida01606_powercard_0.schematic1(sch_1):ins14485285@tida01606_powercard_0.\opa4340_8.normal\(chips)!OPA4340_8_SOIC14_OPA4340UA!!!F1!!!!!!!!!!
S!+6V_VDC_1!C97!1!@tida01606_powercard_0.schematic1(sch_1):ins14288561@discrete.\cap np.normal\(chips)!CAP NP_1210MODIFIED_10U 1210 35V!!!F468!!!!!!!!!!
S!VINV_A!C97!2!@tida01606_powercard_0.schematic1(sch_1):ins14288561@discrete.\cap np.normal\(chips)!CAP NP_1210MODIFIED_10U 1210 35V!!!F468!!!!!!!!!!
S!+6V_VDC_2!C98!1!@tida01606_powercard_0.schematic1(sch_1):ins14289342@discrete.\cap np.normal\(chips)!CAP NP_1210MODIFIED_10U 1210 35V!!!F467!!!!!!!!!!
S!VINV_B!C98!2!@tida01606_powercard_0.schematic1(sch_1):ins14289342@discrete.\cap np.normal\(chips)!CAP NP_1210MODIFIED_10U 1210 35V!!!F467!!!!!!!!!!
S!GND!C117!1!@tida01606_powercard_0.schematic1(sch_1):ins14349066@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_1U 0603 25V!!!F466!!!!!!!!!!
S!5V!C117!2!@tida01606_powercard_0.schematic1(sch_1):ins14349066@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_1U 0603 25V!!!F466!!!!!!!!!!
S!GND!C118!1!@tida01606_powercard_0.schematic1(sch_1):ins14348634@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F465!!!!!!!!!!
S!V1.65!C118!2!@tida01606_powercard_0.schematic1(sch_1):ins14348634@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F465!!!!!!!!!!
S!PD_N!C133!1!@tida01606_powercard_0.schematic1(sch_1):ins14613332@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F464!!!!!!!!!!
S!N14613330!C133!2!@tida01606_powercard_0.schematic1(sch_1):ins14613332@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F464!!!!!!!!!!
S!ILA_N!C77!1!@tida01606_powercard_0.schematic1(sch_1):ins13953731@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F463!!!!!!!!!!
S!N13953786!C77!2!@tida01606_powercard_0.schematic1(sch_1):ins13953731@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F463!!!!!!!!!!
S!ILB_N!C79!1!@tida01606_powercard_0.schematic1(sch_1):ins13955810@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F462!!!!!!!!!!
S!N13955848!C79!2!@tida01606_powercard_0.schematic1(sch_1):ins13955810@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F462!!!!!!!!!!
S!ILC_N!C81!1!@tida01606_powercard_0.schematic1(sch_1):ins13957055@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F461!!!!!!!!!!
S!N13957093!C81!2!@tida01606_powercard_0.schematic1(sch_1):ins13957055@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F461!!!!!!!!!!
S!PA_N!C83!1!@tida01606_powercard_0.schematic1(sch_1):ins13971903@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F460!!!!!!!!!!
S!N13971921!C83!2!@tida01606_powercard_0.schematic1(sch_1):ins13971903@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F460!!!!!!!!!!
S!VA_N!C84!1!@tida01606_powercard_0.schematic1(sch_1):ins13962882@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F459!!!!!!!!!!
S!N13962920!C84!2!@tida01606_powercard_0.schematic1(sch_1):ins13962882@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F459!!!!!!!!!!
S!PB_N!C85!1!@tida01606_powercard_0.schematic1(sch_1):ins13972363@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F458!!!!!!!!!!
S!N13972361!C85!2!@tida01606_powercard_0.schematic1(sch_1):ins13972363@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F458!!!!!!!!!!
S!VB_N!C86!1!@tida01606_powercard_0.schematic1(sch_1):ins13966349@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F457!!!!!!!!!!
S!N13966367!C86!2!@tida01606_powercard_0.schematic1(sch_1):ins13966349@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F457!!!!!!!!!!
S!PC_N!C87!1!@tida01606_powercard_0.schematic1(sch_1):ins13971147@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F456!!!!!!!!!!
S!N13971145!C87!2!@tida01606_powercard_0.schematic1(sch_1):ins13971147@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F456!!!!!!!!!!
S!VC_N!C88!1!@tida01606_powercard_0.schematic1(sch_1):ins13967341@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F455!!!!!!!!!!
S!N13967359!C88!2!@tida01606_powercard_0.schematic1(sch_1):ins13967341@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_RES0603_100PF 0603 50V!!!F455!!!!!!!!!!
S!DC+!C120!1!@tida01606_powercard_0.schematic1(sch_1):ins13766203@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_BOXCAPACITOR10MM_0.068UF 630V TH!!!F453!!!!!!!!!!
S!PGND!C120!2!@tida01606_powercard_0.schematic1(sch_1):ins13766203@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_BOXCAPACITOR10MM_0.068UF 630V TH!!!F453!!!!!!!!!!
S!DC+!C121!1!@tida01606_powercard_0.schematic1(sch_1):ins13766229@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_BOXCAPACITOR10MM_0.068UF 630V TH!!!F452!!!!!!!!!!
S!PGND!C121!2!@tida01606_powercard_0.schematic1(sch_1):ins13766229@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_BOXCAPACITOR10MM_0.068UF 630V TH!!!F452!!!!!!!!!!
S!DC+!C122!1!@tida01606_powercard_0.schematic1(sch_1):ins13766255@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_BOXCAPACITOR10MM_0.068UF 630V TH!!!F451!!!!!!!!!!
S!PGND!C122!2!@tida01606_powercard_0.schematic1(sch_1):ins13766255@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_BOXCAPACITOR10MM_0.068UF 630V TH!!!F451!!!!!!!!!!
S!PGND!C127!1!@tida01606_powercard_0.schematic1(sch_1):ins13944865@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_BOXCAPACITOR10MM_0.068UF 630V TH!!!F450!!!!!!!!!!
S!DC-!C127!2!@tida01606_powercard_0.schematic1(sch_1):ins13944865@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_BOXCAPACITOR10MM_0.068UF 630V TH!!!F450!!!!!!!!!!
S!PGND!C128!1!@tida01606_powercard_0.schematic1(sch_1):ins13944891@discrete.\capacitor non-pol.normal\(chips)!CAPACITOR NON-POL_BOXCAPACITOR10MM_0.068UF 630V TH!!!F449!!!!!!!!!!
