A!NET_NAME!REFDES!PIN_NUMBER!FUNC_LOGICAL_PATH!COMP_DEVICE_TYPE!FUNC_SCH_SIZE!FUNC_HAS_FIXED_SIZE!FUNC_DES!PIN_NET_SHORT!PIN_NO_SWAP_PIN!PIN_NO_PIN_ESCAPE!PIN_CDS_PINID!PIN_XNET_PINS!PIN_PIN_ESCAPE!PIN_PIN_SIGNAL_MODEL!PIN_NO_DRC!PIN_NO_SHAPE_CONNECT!
J!C:/GitHub_Orcad_Projects/Grid-TInv_TIDA-01606/TIDA-01606_PowerCard/Board/solutionstida01606_powercard_rev17.brd!Mon Feb 12 16:30:49 2024!-2454.000!-4774.484!22546.000!20225.516!0.001!mils!TIDA01606_POWERCARD_0!94.400000 mil!4!UP TO DATE!
S!ILA_P!U9!3!@tida01606_powercard_0.schematic1(sch_1):ins14485159@tida01606_powercard_0.\opa4340_8.normal\(chips)!OPA4340_8_SOIC14_OPA4340UA!!!F4!!!!!!!!!!
S!3.3V_U9!U9!4!@tida01606_powercard_0.schematic1(sch_1):ins14485159@tida01606_powercard_0.\opa4340_8.normal\(chips)!OPA4340_8_SOIC14_OPA4340UA!!!F4!!!!!!!!!!
S!3.3V_U9!U9!4!@tida01606_powercard_0.schematic1(sch_1):ins14485201@tida01606_powercard_0.\opa4340_8.normal\(chips)!OPA4340_8_SOIC14_OPA4340UA!!!F3!!!!!!!!!!
S!3.3V_U9!U9!4!@tida01606_powercard_0.schematic1(sch_1):ins14485243@tida01606_powercard_0.\opa4340_8.normal\(chips)!OPA4340_8_SOIC14_OPA4340UA!!!F2!!!!!!!!!!
S!3.3V_U9!U9!4!@tida01606_powercard_0.schematic1(sch_1):ins14485285@tida01606_powercard_0.\opa4340_8.normal\(chips)!OPA4340_8_SOIC14_OPA4340UA!!!F1!!!!!!!!!!
S!IIND_C!J12!4!@tida01606_powercard_0.schematic1(sch_1):ins14474742@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F316!!!!!!!!!!
S!Q3A!J14!1!@tida01606_powercard_0.schematic1(sch_1):ins14341706@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F315!!!!!!!!!!
S!QA_N!J14!2!@tida01606_powercard_0.schematic1(sch_1):ins14341706@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F315!!!!!!!!!!
S!!J14!3!@tida01606_powercard_0.schematic1(sch_1):ins14341706@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F315!!!!!!!!!!
S!!J14!4!@tida01606_powercard_0.schematic1(sch_1):ins14341706@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F315!!!!!!!!!!
S!Q1B!J15!1!@tida01606_powercard_0.schematic1(sch_1):ins14474912@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F314!!!!!!!!!!
S!IIND_B!J15!2!@tida01606_powercard_0.schematic1(sch_1):ins14474912@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F314!!!!!!!!!!
S!!J15!3!@tida01606_powercard_0.schematic1(sch_1):ins14474912@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F314!!!!!!!!!!
S!DC+!J15!4!@tida01606_powercard_0.schematic1(sch_1):ins14474912@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F314!!!!!!!!!!
S!Q1C!J16!1!@tida01606_powercard_0.schematic1(sch_1):ins14474997@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F313!!!!!!!!!!
S!IIND_C!J16!2!@tida01606_powercard_0.schematic1(sch_1):ins14474997@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F313!!!!!!!!!!
S!!J16!3!@tida01606_powercard_0.schematic1(sch_1):ins14474997@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F313!!!!!!!!!!
S!DC+!J16!4!@tida01606_powercard_0.schematic1(sch_1):ins14474997@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F313!!!!!!!!!!
S!Q1A!J17!1!@tida01606_powercard_0.schematic1(sch_1):ins14474828@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F312!!!!!!!!!!
S!IIND_A!J17!2!@tida01606_powercard_0.schematic1(sch_1):ins14474828@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F312!!!!!!!!!!
S!!J17!3!@tida01606_powercard_0.schematic1(sch_1):ins14474828@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F312!!!!!!!!!!
S!DC+!J17!4!@tida01606_powercard_0.schematic1(sch_1):ins14474828@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F312!!!!!!!!!!
S!Q3B!J18!1!@tida01606_powercard_0.schematic1(sch_1):ins14474618@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F311!!!!!!!!!!
S!QB_N!J18!2!@tida01606_powercard_0.schematic1(sch_1):ins14474618@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F311!!!!!!!!!!
S!!J18!3!@tida01606_powercard_0.schematic1(sch_1):ins14474618@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F311!!!!!!!!!!
S!!J18!4!@tida01606_powercard_0.schematic1(sch_1):ins14474618@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F311!!!!!!!!!!
S!Q3C!J19!1!@tida01606_powercard_0.schematic1(sch_1):ins14474702@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F310!!!!!!!!!!
S!QC_N!J19!2!@tida01606_powercard_0.schematic1(sch_1):ins14474702@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F310!!!!!!!!!!
S!!J19!3!@tida01606_powercard_0.schematic1(sch_1):ins14474702@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F310!!!!!!!!!!
S!!J19!4!@tida01606_powercard_0.schematic1(sch_1):ins14474702@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F310!!!!!!!!!!
S!Q2A!J20!1!@tida01606_powercard_0.schematic1(sch_1):ins14474575@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F309!!!!!!!!!!
S!DC-!J20!2!@tida01606_powercard_0.schematic1(sch_1):ins14474575@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F309!!!!!!!!!!
S!!J20!3!@tida01606_powercard_0.schematic1(sch_1):ins14474575@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F309!!!!!!!!!!
S!IIND_A!J20!4!@tida01606_powercard_0.schematic1(sch_1):ins14474575@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F309!!!!!!!!!!
S!Q4B!J21!1!@tida01606_powercard_0.schematic1(sch_1):ins14474871@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F308!!!!!!!!!!
S!QB_N!J21!2!@tida01606_powercard_0.schematic1(sch_1):ins14474871@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F308!!!!!!!!!!
S!!J21!3!@tida01606_powercard_0.schematic1(sch_1):ins14474871@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F308!!!!!!!!!!
S!!J21!4!@tida01606_powercard_0.schematic1(sch_1):ins14474871@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F308!!!!!!!!!!
S!Q4C!J22!1!@tida01606_powercard_0.schematic1(sch_1):ins14474956@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F307!!!!!!!!!!
S!QC_N!J22!2!@tida01606_powercard_0.schematic1(sch_1):ins14474956@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F307!!!!!!!!!!
S!!J22!3!@tida01606_powercard_0.schematic1(sch_1):ins14474956@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F307!!!!!!!!!!
S!!J22!4!@tida01606_powercard_0.schematic1(sch_1):ins14474956@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F307!!!!!!!!!!
S!Q4A!J7!1!@tida01606_powercard_0.schematic1(sch_1):ins14474787@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F306!!!!!!!!!!
S!QA_N!J7!2!@tida01606_powercard_0.schematic1(sch_1):ins14474787@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F306!!!!!!!!!!
S!!J7!3!@tida01606_powercard_0.schematic1(sch_1):ins14474787@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F306!!!!!!!!!!
S!!J7!4!@tida01606_powercard_0.schematic1(sch_1):ins14474787@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F306!!!!!!!!!!
S!Q2B!J9!1!@tida01606_powercard_0.schematic1(sch_1):ins14474658@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F305!!!!!!!!!!
S!DC-!J9!2!@tida01606_powercard_0.schematic1(sch_1):ins14474658@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F305!!!!!!!!!!
S!!J9!3!@tida01606_powercard_0.schematic1(sch_1):ins14474658@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F305!!!!!!!!!!
S!IIND_B!J9!4!@tida01606_powercard_0.schematic1(sch_1):ins14474658@tida01606_powercard_0.\header 4_0.normal\(chips)!HEADER 4_0_NPTC041KFXC-RC_4PIN_NPTC041KFXC-RC!!!F305!!!!!!!!!!
S!!J13!121!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!122!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!123!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!124!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!125!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!126!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!127!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!128!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!129!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!130!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!131!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!132!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!133!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!134!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!135!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!136!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!137!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!138!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!139!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!140!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!141!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!142!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!143!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!144!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!145!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!146!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!147!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!148!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!149!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!150!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!151!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!152!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!153!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!154!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!155!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!156!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!157!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!5V!J13!158!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!159!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!160!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!161!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!162!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!163!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!164!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!165!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!166!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!167!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!168!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!169!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!170!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!171!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!172!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!173!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!174!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!175!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!176!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!177!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!!J13!178!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!GND!J13!179!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
S!5V!J13!180!@tida01606_powercard_0.schematic1(sch_1):ins14327244@tida01606_powercard_0.\header 30x2_1.normal\(chips)!HEADER 30X2_1_HSEC8-130-01-L-DV-A_REV3_HSEC8-130-01-L-DV-A!!!F304!!!!!!!!!!
